com.samsung.shealth.tracker.floors_day_summary,6307003,1
create_sh_ver,binning_data,modify_sh_ver,update_time,create_time,floor_count,version_code,deviceuuid,pkg_name,datauuid,day_time
62810050,,62810050,2024-10-26 08:34:46.279,2024-10-26 08:34:46.279,1,1,3sHRV5oxWU,com.sec.android.app.shealth,c897381b-71b6-4a21-947f-54fd34e66f99,1716681600000,
62810050,,62810050,2024-10-26 08:34:46.109,2024-10-26 08:34:46.109,2,1,3sHRV5oxWU,com.sec.android.app.shealth,fc5d435c-ec08-4ee3-ad42-bced8476c329,1720137600000,
62810050,,62810050,2024-10-26 08:34:46.373,2024-10-26 08:34:46.373,1,1,3sHRV5oxWU,com.sec.android.app.shealth,310c95fd-75b9-4ff5-b79d-880e3c338e46,1723680000000,
62810050,,62810050,2024-10-26 08:34:46.364,2024-10-26 08:34:46.364,2,1,3sHRV5oxWU,com.sec.android.app.shealth,e547165f-bfc9-4ebe-bb08-0efb1668e2cb,1712707200000,
62810050,,62810050,2024-10-26 08:34:46.477,2024-10-26 08:34:46.477,2,1,3sHRV5oxWU,com.sec.android.app.shealth,c30e60cf-651e-4e74-9bc6-bde07d4825d9,1716768000000,
62810050,,62810050,2024-10-26 08:34:46.341,2024-10-26 08:34:46.341,9,1,3sHRV5oxWU,com.sec.android.app.shealth,200d3d56-9f81-4250-bae1-d72ea4e9d9a8,1727136000000,
62810050,,62810050,2024-10-26 08:34:46.396,2024-10-26 08:34:46.396,37,1,3sHRV5oxWU,com.sec.android.app.shealth,952136f9-2948-4054-be09-8960b8f875f6,1725408000000,
62810050,,62810050,2024-10-26 08:34:46.502,2024-10-26 08:34:46.502,2,1,3sHRV5oxWU,com.sec.android.app.shealth,25b9a99f-9876-45ed-b8f4-b106dbd505b7,1721347200000,
62810050,,62810050,2024-10-26 08:34:46.247,2024-10-26 08:34:46.247,1,1,3sHRV5oxWU,com.sec.android.app.shealth,9ea59ae2-b2e6-4089-af27-a178113f5b5c,1721260800000,
62810050,,62810050,2024-10-26 08:34:46.291,2024-10-26 08:34:46.291,5,1,3sHRV5oxWU,com.sec.android.app.shealth,8d67c412-eb75-4d83-893c-b4a31801b57c,1721865600000,
62810050,,62810050,2024-10-26 08:34:46.354,2024-10-26 08:34:46.354,6,1,3sHRV5oxWU,com.sec.android.app.shealth,3b8aa4d4-0d76-4f3d-990e-f234ba1ae644,1714435200000,
62810050,,62810050,2024-10-26 08:34:46.413,2024-10-26 08:34:46.413,6,1,3sHRV5oxWU,com.sec.android.app.shealth,9d1ec286-c3f3-4293-a502-6f663ac562e4,1721952000000,
62810050,,62810050,2024-10-26 08:34:46.514,2024-10-26 08:34:46.514,1,1,3sHRV5oxWU,com.sec.android.app.shealth,98743d59-a494-416b-84c0-b796b109e305,1719619200000,
62810050,,62810050,2024-10-26 08:34:46.451,2024-10-26 08:34:46.451,3,1,3sHRV5oxWU,com.sec.android.app.shealth,a1358b9c-d39b-45c7-b67f-cbfcc3c8da39,1713312000000,
62810050,,62810050,2024-10-26 08:34:46.551,2024-10-26 08:34:46.551,5,1,3sHRV5oxWU,com.sec.android.app.shealth,4fbb3fbf-99ab-4623-9895-92e9ed61e337,1727222400000,
62810050,,62810050,2024-10-26 08:34:46.465,2024-10-26 08:34:46.465,7,1,3sHRV5oxWU,com.sec.android.app.shealth,2c7e106d-0805-4231-9253-d176045c7f7e,1726531200000,
62810050,,62810050,2024-10-26 08:34:46.602,2024-10-26 08:34:46.602,1,1,3sHRV5oxWU,com.sec.android.app.shealth,8f7fdfa4-5bdb-419a-8bbf-46fca0306a30,1725494400000,
62810050,,62810050,2024-10-26 08:34:46.693,2024-10-26 08:34:46.693,3,1,3sHRV5oxWU,com.sec.android.app.shealth,7d797478-9b62-4e6d-8fd6-f8549f612558,1720828800000,
62810050,,62810050,2024-10-26 08:34:46.728,2024-10-26 08:34:46.728,1,1,3sHRV5oxWU,com.sec.android.app.shealth,c78d5e39-d4fb-4eea-a9f7-7915ffb88fa6,1723161600000,
62810050,,62810050,2024-10-26 08:34:46.537,2024-10-26 08:34:46.537,3,1,3sHRV5oxWU,com.sec.android.app.shealth,261d082c-89ab-4efa-8645-de7b29b9ff16,1719705600000,
62810050,,62810050,2024-10-26 08:34:46.646,2024-10-26 08:34:46.646,4,1,3sHRV5oxWU,com.sec.android.app.shealth,9f828101-17cc-4812-9a1d-1a1e0cb670ad,1716854400000,
62810050,,62810050,2024-10-26 08:34:46.592,2024-10-26 08:34:46.592,1,1,3sHRV5oxWU,com.sec.android.app.shealth,03385ebb-cbae-4365-8578-9eb706a60aa0,1723766400000,
62810050,,62810050,2024-10-26 08:34:46.524,2024-10-26 08:34:46.524,1,1,3sHRV5oxWU,com.sec.android.app.shealth,208526d4-24fd-494b-9df1-82d27b065ee0,1721433600000,
62810050,,62810050,2024-10-26 08:34:46.491,2024-10-26 08:34:46.491,5,1,3sHRV5oxWU,com.sec.android.app.shealth,1a7fa1c5-4f5c-4c98-aebb-56342d0f2fa9,1723075200000,
62810050,,62810050,2024-10-26 08:34:46.574,2024-10-26 08:34:46.574,6,1,3sHRV5oxWU,com.sec.android.app.shealth,9e1fa609-216c-415a-b675-5019a67ea4e3,1717372800000,
62810050,,62810050,2024-10-26 08:34:46.702,2024-10-26 08:34:46.702,6,1,3sHRV5oxWU,com.sec.android.app.shealth,4011cba0-ad69-4364-95fd-e6cae3934205,1724284800000,
62810050,,62810050,2024-10-26 08:34:46.625,2024-10-26 08:34:46.625,2,1,3sHRV5oxWU,com.sec.android.app.shealth,26dac5c0-d7de-43e6-ada2-f1999bd5a56e,1722038400000,
62810050,,62810050,2024-10-26 08:34:46.634,2024-10-26 08:34:46.634,3,1,3sHRV5oxWU,com.sec.android.app.shealth,e26abd5b-8d4a-4c64-af99-0457c2dafc1e,1715126400000,
62810050,,62810050,2024-10-26 08:34:46.660,2024-10-26 08:34:46.660,1,1,3sHRV5oxWU,com.sec.android.app.shealth,2c2a8499-0167-4a57-95bb-abdad40705f0,1726012800000,
62810050,,62810050,2024-10-26 08:34:46.562,2024-10-26 08:34:46.562,3,1,3sHRV5oxWU,com.sec.android.app.shealth,fff4d86b-248c-45b1-9484-f9f8673d3c5d,1715644800000,
62810050,,62810050,2024-10-26 08:34:46.750,2024-10-26 08:34:46.750,2,1,3sHRV5oxWU,com.sec.android.app.shealth,a8169e1e-ad65-4640-a3da-b4ec64a4eed8,1726617600000,
62810050,,62810050,2024-10-26 08:34:46.717,2024-10-26 08:34:46.717,2,1,3sHRV5oxWU,com.sec.android.app.shealth,02622369-aa7f-4dff-bf57-83bec4350a70,1714521600000,
62810050,,62810050,2024-10-26 08:34:46.679,2024-10-26 08:34:46.679,3,1,3sHRV5oxWU,com.sec.android.app.shealth,59111e73-253f-4725-9466-11f4467523f3,1727740800000,
62810050,,62810050,2024-10-29 14:45:49.830,2024-10-26 08:34:44.823,16,1,3sHRV5oxWU,com.sec.android.app.shealth,5daa4176-b7d4-4142-a35a-6376e104da0a,1728432000000,
62810050,,62810050,2024-10-29 14:45:49.848,2024-10-26 08:34:45.360,2,1,3sHRV5oxWU,com.sec.android.app.shealth,7035bec5-76a8-442f-a2f9-539769cef11e,1728000000000,
62810050,,62810050,2024-10-29 14:45:50.044,2024-10-26 08:34:45.134,1,1,3sHRV5oxWU,com.sec.android.app.shealth,50c939a7-3db0-47ac-a165-41d5968d09a5,1728518400000,
62810050,,62810050,2024-10-29 14:45:50.119,2024-10-26 08:34:46.740,3,1,3sHRV5oxWU,com.sec.android.app.shealth,de894e7f-dc70-4264-af8c-75a5aa85257e,1728345600000,
62810050,,62810050,2024-10-29 14:45:49.985,2024-10-26 08:34:44.959,3,1,3sHRV5oxWU,com.sec.android.app.shealth,0bd5f4f8-225c-4a83-95c1-1a63728e7961,1727827200000,
62810050,,62810050,2024-10-29 14:45:50.134,2024-10-26 08:34:45.339,2,1,3sHRV5oxWU,com.sec.android.app.shealth,6ca2c868-173d-4599-8063-a73b321a01f8,1727913600000,
62810050,,62810050,2024-10-29 14:45:50.103,2024-10-26 08:34:46.236,1,1,3sHRV5oxWU,com.sec.android.app.shealth,113025bc-8e13-4848-bc32-c42a4942db59,1728172800000,
62810050,,62810050,2024-11-08 01:02:25.424,2024-10-26 08:34:46.614,19,1,3sHRV5oxWU,com.sec.android.app.shealth,40d36ce9-b14b-45b6-809d-0be5bddc20aa,1728950400000,
62810050,,62810050,2024-11-12 18:56:13.853,2024-10-26 08:34:45.893,35,1,3sHRV5oxWU,com.sec.android.app.shealth,251a7a5e-695a-4a92-8b95-405aae45ed57,1729296000000,
62810050,,62810050,2024-11-12 18:56:13.911,2024-10-26 08:34:44.932,2,1,3sHRV5oxWU,com.sec.android.app.shealth,d0842630-65be-4cec-b903-ba5b0855adb7,1729036800000,
62810050,,62810050,2024-11-12 18:56:13.962,2024-10-26 08:34:45.462,8,1,3sHRV5oxWU,com.sec.android.app.shealth,0d8901a6-ee9a-4245-9585-d2539e2b7e41,1729123200000,
62810050,,62810050,2024-11-12 18:56:14.237,2024-10-26 08:34:45.782,2,1,3sHRV5oxWU,com.sec.android.app.shealth,1fcf4730-0466-4957-89a7-c26285737354,1729209600000,
62810050,,62810050,2024-11-21 19:51:12.688,2024-10-26 08:34:45.609,3,1,3sHRV5oxWU,com.sec.android.app.shealth,38d496c4-63cf-4a35-becf-b76f3441d7fd,1729814400000,
62810050,,62810050,2024-11-17 01:24:19.007,2024-10-26 08:34:45.352,1,1,3sHRV5oxWU,com.sec.android.app.shealth,d265e296-30c0-4b27-a322-a87a88eb4084,1729728000000,
62810050,,62810050,2024-11-17 01:24:19.070,2024-10-26 08:34:46.424,1,1,3sHRV5oxWU,com.sec.android.app.shealth,7ed77f1f-c4eb-44fa-bed4-18374349c605,1729468800000,
62810050,,62810050,2024-11-17 01:24:19.096,2024-10-26 08:34:44.990,3,1,3sHRV5oxWU,com.sec.android.app.shealth,847cdacb-e9ff-49de-bb97-c4a1a8a656ba,1729555200000,
62810050,,62810050,2024-11-17 01:24:19.221,2024-10-26 08:34:45.318,1,1,3sHRV5oxWU,com.sec.android.app.shealth,eeaf3084-299b-43f0-b603-a8e9211deeb0,1729641600000,
62810050,97fcca51-abde-4c3b-9246-b32b9a3bf05d.binning_data.json,62820030,2024-11-25 06:02:47.346,2024-10-29 14:45:49.709,5,2,3sHRV5oxWU,com.sec.android.app.shealth,97fcca51-abde-4c3b-9246-b32b9a3bf05d,1730160000000,
62810050,7a3e291e-e736-4e79-9796-8df94c284abc.binning_data.json,62820030,2024-11-25 06:02:47.454,2024-10-31 16:45:13.872,4,2,3sHRV5oxWU,com.sec.android.app.shealth,7a3e291e-e736-4e79-9796-8df94c284abc,1730332800000,
62810050,fc4e3e0f-2b4f-46b6-9a88-b7fa1c4c12b2.binning_data.json,62820030,2024-11-25 06:02:47.565,2024-10-30 21:55:31.177,17,2,3sHRV5oxWU,com.sec.android.app.shealth,fc4e3e0f-2b4f-46b6-9a88-b7fa1c4c12b2,1730246400000,
62810050,3f21ef9a-4336-469b-b837-98acd57781fb.binning_data.json,62850050,2024-12-09 17:18:11.661,2024-11-12 18:56:14.177,5,2,3sHRV5oxWU,com.sec.android.app.shealth,3f21ef9a-4336-469b-b837-98acd57781fb,1731369600000,
62810050,3df30475-e96a-40d6-9fe2-e8f257d11b15.binning_data.json,62850050,2024-12-14 20:55:00.296,2024-11-21 01:36:02.237,3,2,3sHRV5oxWU,com.sec.android.app.shealth,3df30475-e96a-40d6-9fe2-e8f257d11b15,1732060800000,
62810050,24920661-dfe7-43fc-adc0-17b91c802d85.binning_data.json,62850050,2024-12-14 20:55:00.520,2024-11-18 01:43:42.888,1,2,3sHRV5oxWU,com.sec.android.app.shealth,24920661-dfe7-43fc-adc0-17b91c802d85,1731801600000,
62810050,b5fb16f5-3a9f-4e19-a18e-e917fda75003.binning_data.json,62850050,2024-12-14 20:55:00.405,2024-11-21 19:51:12.608,8,2,3sHRV5oxWU,com.sec.android.app.shealth,b5fb16f5-3a9f-4e19-a18e-e917fda75003,1732147200000,
62820030,8195fcac-da8e-4223-a261-f078707e04bd.binning_data.json,62850050,2024-12-21 04:26:21.685,2024-11-25 06:02:47.531,2,2,3sHRV5oxWU,com.sec.android.app.shealth,8195fcac-da8e-4223-a261-f078707e04bd,1732406400000,
62810050,d1c80936-f93d-4672-9044-ba7fde010c0e.binning_data.json,62850050,2024-12-21 04:26:20.946,2024-11-23 19:27:06.017,14,2,3sHRV5oxWU,com.sec.android.app.shealth,d1c80936-f93d-4672-9044-ba7fde010c0e,1732320000000,
62820030,cd907488-ae72-4eda-9f85-ca7a3ef2df96.binning_data.json,62850050,2024-12-21 04:26:21.059,2024-11-26 05:16:22.351,1,2,3sHRV5oxWU,com.sec.android.app.shealth,cd907488-ae72-4eda-9f85-ca7a3ef2df96,1732492800000,
62820030,5e45d4ec-3f49-494e-908e-052f78109d13.binning_data.json,62850050,2024-12-21 04:26:21.847,2024-12-07 17:13:52.303,7,2,3sHRV5oxWU,com.sec.android.app.shealth,5e45d4ec-3f49-494e-908e-052f78109d13,1733529600000,
